DrugBank ID,Name,Type,UniProt ID,UniProt Name,SMILES
DB14538,Hydrocortisone aceponate,SmallMoleculeDrug,P04083,Annexin A1,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14538,Hydrocortisone aceponate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14538,Hydrocortisone aceponate,SmallMoleculeDrug,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14538,Hydrocortisone aceponate,SmallMoleculeDrug,P14060,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14539,Hydrocortisone acetate,SmallMoleculeDrug,P04083,Annexin A1,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14539,Hydrocortisone acetate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14539,Hydrocortisone acetate,SmallMoleculeDrug,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14539,Hydrocortisone acetate,SmallMoleculeDrug,P14060,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14540,Hydrocortisone butyrate,SmallMoleculeDrug,P04083,Annexin A1,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14540,Hydrocortisone butyrate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14540,Hydrocortisone butyrate,SmallMoleculeDrug,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14540,Hydrocortisone butyrate,SmallMoleculeDrug,P14060,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14541,Hydrocortisone cypionate,SmallMoleculeDrug,P04083,Annexin A1,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1
DB14541,Hydrocortisone cypionate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1
DB14541,Hydrocortisone cypionate,SmallMoleculeDrug,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1
DB14541,Hydrocortisone cypionate,SmallMoleculeDrug,P14060,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1
DB14542,Hydrocortisone phosphate,SmallMoleculeDrug,P04083,Annexin A1,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O
DB14542,Hydrocortisone phosphate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O
DB14542,Hydrocortisone phosphate,SmallMoleculeDrug,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O
DB14542,Hydrocortisone phosphate,SmallMoleculeDrug,P14060,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O
DB14543,Hydrocortisone probutate,SmallMoleculeDrug,P04083,Annexin A1,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14543,Hydrocortisone probutate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14543,Hydrocortisone probutate,SmallMoleculeDrug,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14543,Hydrocortisone probutate,SmallMoleculeDrug,P14060,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14544,Hydrocortisone valerate,SmallMoleculeDrug,P04083,Annexin A1,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14544,Hydrocortisone valerate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14544,Hydrocortisone valerate,SmallMoleculeDrug,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14544,Hydrocortisone valerate,SmallMoleculeDrug,P14060,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P46663,B1 bradykinin receptor,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P16455,Methylated-DNA--protein-cysteine methyltransferase,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P04075,Fructose-bisphosphate aldolase A,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P68104,Elongation factor 1-alpha 1,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P06733,Alpha-enolase,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,O14556,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P15531,Nucleoside diphosphate kinase A,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P07237,Protein disulfide-isomerase,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P30101,Protein disulfide-isomerase A3,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,Q06830,Peroxiredoxin-1,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P78330,Phosphoserine phosphatase,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P60174,Triosephosphate isomerase,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P49411,"Elongation factor Tu, mitochondrial",
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P03372,Estrogen receptor,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P08700,Interleukin-3,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P02795,Metallothionein-2,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,O14618,Copper chaperone for superoxide dismutase,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,Q13547,Histone deacetylase 1,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P56524,Histone deacetylase 4,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P29372,DNA-3-methyladenine glycosylase,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P04279,Semenogelin-1,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P00441,Superoxide dismutase [Cu-Zn],
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,Q9BY41,Histone deacetylase 8,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,O15304,Apoptosis regulatory protein Siva,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P23415,Glycine receptor subunit alpha-1,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,Q00987,E3 ubiquitin-protein ligase Mdm2,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P01308,Insulin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P46939,Utrophin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P45381,Aspartoacylase,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P05109,Protein S100-A8,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P06702,Protein S100-A9,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P14780,Matrix metalloproteinase-9,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,O15350,Tumor protein p73,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P29034,Protein S100-A2,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P04637,Cellular tumor antigen p53,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P25713,Metallothionein-3,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P04731,Metallothionein-1A,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P01023,Alpha-2-macroglobulin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P02765,Alpha-2-HS-glycoprotein,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P02647,Apolipoprotein A-I,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,Q0VD83,Apolipoprotein B receptor,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P02649,Apolipoprotein E,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,O14791,Apolipoprotein L1,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P02746,Complement C1q subcomponent subunit B,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P02747,Complement C1q subcomponent subunit C,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P00736,Complement C1r subcomponent,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P09871,Complement C1s subcomponent,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P01024,Complement C3,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P0C0L5,Complement C4-B,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P04003,C4b-binding protein alpha chain,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P20851,C4b-binding protein beta chain,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P01031,Complement C5,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P46736,Lys-63-specific deubiquitinase BRCC36,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P08603,Complement factor H,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P10909,Clusterin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P00450,Ceruloplasmin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P15169,Carboxypeptidase N catalytic chain,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P22792,Carboxypeptidase N subunit 2,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P81605,Dermcidin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P02671,Fibrinogen alpha chain,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P02751,Fibronectin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P69905,Hemoglobin subunit alpha,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P68871,Hemoglobin subunit beta,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P00738,Haptoglobin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P35858,Insulin-like growth factor-binding protein complex acid labile subunit,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P19827,Inter-alpha-trypsin inhibitor heavy chain H1,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P19823,Inter-alpha-trypsin inhibitor heavy chain H2,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,Q06033,Inter-alpha-trypsin inhibitor heavy chain H3,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P01591,Immunoglobulin J chain,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P03952,Plasma kallikrein,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P01042,Kininogen-1,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P35527,"Keratin, type I cytoskeletal 9",
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P19652,Alpha-1-acid glycoprotein 2,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,Q96PD5,N-acetylmuramoyl-L-alanine amidase,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P27169,Serum paraoxonase/arylesterase 1,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P20742,Pregnancy zone protein,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P31151,Protein S100-A7,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P49908,Selenoprotein P,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P01009,Alpha-1-antitrypsin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P01011,Alpha-1-antichymotrypsin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P08185,Corticosteroid-binding globulin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P05546,Heparin cofactor 2,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P04278,Sex hormone-binding globulin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P02787,Serotransferrin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P02766,Transthyretin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P04004,Vitronectin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P51693,Amyloid-like protein 1,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,Q06481,Amyloid-like protein 2,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P05067,Amyloid beta A4 protein,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P09874,Poly [ADP-ribose] polymerase 1,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P04114,Apolipoprotein B-100,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P02790,Hemopexin,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P04196,Histidine-rich glycoprotein,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P03951,Coagulation factor XI,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,P41238,C->U-editing enzyme APOBEC-1,
DB14548,"Zinc sulfate, unspecified form",SmallMoleculeDrug,Q02383,Semenogelin-2,
DB14568,Ivosidenib,SmallMoleculeDrug,O75874,Isocitrate dehydrogenase [NADP] cytoplasmic,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1
DB14575,Eslicarbazepine,SmallMoleculeDrug,Q99571,P2X purinoceptor 4,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21
DB14581,CPI-1205,SmallMoleculeDrug,Q15910,Histone-lysine N-methyltransferase EZH2,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC(F)(F)F)CC2)c2ccccc12
DB14583,Segesterone acetate,SmallMoleculeDrug,P06401,Progesterone receptor,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O
DB14583,Segesterone acetate,SmallMoleculeDrug,P10275,Androgen receptor,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O
DB14583,Segesterone acetate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O
DB14631,Prednisolone phosphate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O
DB14631,Prednisolone phosphate,SmallMoleculeDrug,P04083,Annexin A1,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O
DB14635,Curcumin sulfate,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OS(=O)(=O)O)c(OC)c2)ccc1O
DB14635,Curcumin sulfate,SmallMoleculeDrug,P11473,Vitamin D3 receptor,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OS(=O)(=O)O)c(OC)c2)ccc1O
DB14635,Curcumin sulfate,SmallMoleculeDrug,O15440,Multidrug resistance-associated protein 5,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OS(=O)(=O)O)c(OC)c2)ccc1O
DB14635,Curcumin sulfate,SmallMoleculeDrug,P16152,Carbonyl reductase [NADPH] 1,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OS(=O)(=O)O)c(OC)c2)ccc1O
DB14635,Curcumin sulfate,SmallMoleculeDrug,P09211,Glutathione S-transferase P,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OS(=O)(=O)O)c(OC)c2)ccc1O
DB14639,Boldenone undecylenate,SmallMoleculeDrug,P10275,Androgen receptor,C=CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
DB14641,Estriol tripropionate,SmallMoleculeDrug,P03372,Estrogen receptor,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@@H](OC(=O)CC)[C@@H]2OC(=O)CC
DB14641,Estriol tripropionate,SmallMoleculeDrug,Q92731,Estrogen receptor beta,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@@H](OC(=O)CC)[C@@H]2OC(=O)CC
DB14641,Estriol tripropionate,SmallMoleculeDrug,P04278,Sex hormone-binding globulin,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@@H](OC(=O)CC)[C@@H]2OC(=O)CC
DB14642,Lypressin,SmallMoleculeDrug,P37288,Vasopressin V1a receptor,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
DB14642,Lypressin,SmallMoleculeDrug,P30518,Vasopressin V2 receptor,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
DB14642,Lypressin,SmallMoleculeDrug,P47901,Vasopressin V1b receptor,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
DB14649,Dexamethasone acetate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
DB14649,Dexamethasone acetate,SmallMoleculeDrug,P04083,Annexin A1,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
DB14649,Dexamethasone acetate,SmallMoleculeDrug,P35228,"Nitric oxide synthase, inducible",CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
DB14649,Dexamethasone acetate,SmallMoleculeDrug,P51843,Nuclear receptor subfamily 0 group B member 1,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
DB14649,Dexamethasone acetate,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
DB14669,Betamethasone phosphate,SmallMoleculeDrug,P04150,Glucocorticoid receptor,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O
DB14669,Betamethasone phosphate,SmallMoleculeDrug,P04083,Annexin A1,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
DB14672,Oxazepam acetate,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
